	Biomarker	Condition Types Full	Condition Categories	Condition Name	Clinical Status	Biomarker Type	Chinese Name
548	Homocysteine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	高半胱氨酸
549	Homocysteine	Amyotrophic Lateral Sclerosis	Nervous System Disorder	Amyotrophic Lateral Sclerosis	Investigational	Chemical Biomarkers	高半胱氨酸
550	Homocysteine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	高半胱氨酸
551	Homocysteine	Sickle Cell Anemia	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Sickle Cell Anemia	Investigational	Chemical Biomarkers	高半胱氨酸
552	Homocysteine	Hemodialysis	Others	Hemodialysis	Investigational	Chemical Biomarkers	高半胱氨酸
553	Homogentisic acid	Alkaptonuria	Visual System Disorder,Germ-Line Disorder,Skin Disorder,Metabolic Disorder	Alkaptonuria	Clinical	Chemical Biomarkers	Homogentisic acid
554	Homovanillic acid	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Clinical	Chemical Biomarkers	高香草酸
555	Homovanillic acid	Aromatic L Amino Acid Decarboxylase Deficiency	Germ-Line Disorder,Metabolic Disorder	Aromatic L Amino Acid Decarboxylase Deficiency	Clinical	Chemical Biomarkers	高香草酸
556	Homovanillic acid	Brunner Syndrome	Germ-Line Disorder,Nervous System Disorder	Brunner Syndrome	Clinical	Chemical Biomarkers	高香草酸
557	Homovanillic acid	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Clinical	Chemical Biomarkers	高香草酸
558	Homovanillic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	高香草酸
559	Human Chorionic Gonadotropin	Hepatocellular Carcinoma	Cancer,Digestive System Disorder	Hepatocellular Carcinoma	Investigational	Protein Biomarkers	人绒毛膜促性腺激素
560	Human Epididymis protein 4	Type 1 Epithilial Ovarian Cancer	Cancer,Female Reproductive System Disorder	Type 1 Epithilial Ovarian Cancer	Investigational	Protein Biomarkers	人附睾蛋白
561	Human Epididymis protein 4	Type 2 Epithilial Ovarian Cancer	Cancer,Female Reproductive System Disorder	Type 2 Epithilial Ovarian Cancer	Investigational	Protein Biomarkers	人附睾蛋白
562	Human growth hormone	Acromegaly	Musculoskeletal System Disorder	Acromegaly	Investigational	Protein Biomarkers	人生长激素
563	Human growth hormone	Growth Hormone Deficiency	Endocrine System Disorder	Growth Hormone Deficiency	Investigational	Protein Biomarkers	人生长激素
564	Hyaluronic acid	Pyridoxine Dependent Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	透明质酸
565	Hyaluronic acid	Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	透明质酸
566	Hydrocinnamic acid	Prostate Cancer	Cancer,Germ-Line Disorder,Male Reproductive System Disorder,Nervous System Disorder	Prostate Cancer	Investigational	Chemical Biomarkers	氢桂皮酸
567	Hydrogen carbonate	Fanconi Syndrome	Urinary System Disorder	Fanconi Syndrome	Investigational	Chemical Biomarkers	碳酸氢盐
568	Hydrogen carbonate	Type I Autosonal Dominant Pseudohyopoaldosteronism	Germ-Line Disorder,Male Reproductive System Disorder,Female Reproductive System Disorder,Metabolic Disorder	Type I Autosonal Dominant Pseudohyopoaldosteronism	Investigational	Chemical Biomarkers	碳酸氢盐
569	Hydrogen carbonate	21 Hydroxylase Deficiency	Nervous System Disorder,Endocrine System Disorder	21 Hydroxylase Deficiency	Clinical	Chemical Biomarkers	碳酸氢盐
570	Hydrogen peroxide	Coronary Heart Disease	Others,Cardiovascular System Disorder	Coronary Heart Disease	Investigational	Chemical Biomarkers	过氧化氢
571	Hydroxyphenyllactic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	
572	Hydroxyproline	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Clinical	Chemical Biomarkers	羟脯氨酸
573	Hydroxyproline	Hemodialysis	Others	Hemodialysis	Clinical	Chemical Biomarkers	羟脯氨酸
574	Hydroxyproline	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	羟脯氨酸
575	Hypoxanthine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Clinical	Chemical Biomarkers	次黄嘌呤
576	Hypoxanthine	Lesch Nyhan Syndrome	Germ-Line Disorder,Nervous System Disorder,Mental or Behavioural Disorder	Lesch Nyhan Syndrome	Clinical	Chemical Biomarkers	次黄嘌呤
577	Hypoxanthine	Uremia	Others,Urinary System Disorder	Uremia	Clinical	Chemical Biomarkers	次黄嘌呤
578	IgA	Immunoglobulin A Deficiency	Immune System Disorder	Immunoglobulin A Deficiency	Investigational	Protein Biomarkers	IgA
579	IgA	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Protein Biomarkers	IgA
580	IgA	Autoimmune Disease	Immune System Disorder,Germ-Line Disorder,Hematological or Lymphatic System Disorder,Skin Disorder,Nervous System Disorder,Endocrine System Disorder	Autoimmune Disease	Investigational	Protein Biomarkers	IgA
581	IgE	Allergic Disease	Immune System Disorder	Allergic Disease	Investigational	Protein Biomarkers	IgE
582	IgG	Autoimmune Disease	Immune System Disorder,Germ-Line Disorder,Hematological or Lymphatic System Disorder,Skin Disorder,Nervous System Disorder,Endocrine System Disorder	Autoimmune Disease	Investigational	Protein Biomarkers	IgG
583	IgG	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Protein Biomarkers	IgG
584	IgM	Autoimmune Disease	Immune System Disorder,Germ-Line Disorder,Hematological or Lymphatic System Disorder,Skin Disorder,Nervous System Disorder,Endocrine System Disorder	Autoimmune Disease	Investigational	Protein Biomarkers	IgM
585	IgM	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Protein Biomarkers	IgM
586	IgM	Non-specific Inflammation	Immune System Disorder	Non-specific Inflammation	Investigational	Protein Biomarkers	IgM
587	Indole	Crohn's Disease	Immune System Disorder,Digestive System Disorder	Crohn's Disease	Investigational	Chemical Biomarkers	
588	Indole	Irritable Bowel Syndrome	Lower Gastrointestinal Disorder	Irritable Bowel Syndrome	Investigational	Chemical Biomarkers	
589	Indoleacetic acid	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	吲哚乙酸
590	Indoleacetic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	吲哚乙酸
591	Indoxyl sulfate	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	硫酸吲哚氧基酯
592	Inosine	Purine Nucleoside Phosphorylase Deficiency	Immune System Disorder,Germ-Line Disorder,Metabolic Disorder	Purine Nucleoside Phosphorylase Deficiency	Clinical	Chemical Biomarkers	肌苷
593	Insulin-like growth factor 1	Sarcopenia	Musculoskeletal System Disorder	Sarcopenia	Investigational	Protein Biomarkers	胰岛素样生长因子-1
594	Interferon gamma	Tuberculosis	Bacterial Infection	Tuberculosis	Investigational	Protein Biomarkers	干扰素γ
595	Interleukin-6	Sarcopenia	Musculoskeletal System Disorder	Sarcopenia	Investigational	Protein Biomarkers	白细胞介素-6
596	Interleukin-6	Sepsis	Bacterial Infection,Parasitic Infection,Viral Infection	Sepsis	Investigational	Protein Biomarkers	白细胞介素-6
597	Interleukin-6	Myocardial Infarction	Others,Cardiovascular System Disorder	Myocardial Infarction	Investigational	Protein Biomarkers	白细胞介素-6
598	Iron	Iron Deficiency	Hematological or Lymphatic System Disorder	Iron Deficiency	Clinical	Chemical Biomarkers	铁
599	Iron	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	铁
600	Iso-Valeraldehyde	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	异戊醛
601	Iso-Valeraldehyde	Hepatic Encephalopathy	Others,Nervous System Disorder,Digestive System Disorder	Hepatic Encephalopathy	Investigational	Chemical Biomarkers	异戊醛
602	Isobutyric acid	Preeclampsia/Eclampsia	Female Reproductive System Disorder,Cardiovascular System Disorder	Preeclampsia/Eclampsia	Investigational	Chemical Biomarkers	异丁酸
603	Isobutyric acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	异丁酸
604	Isocaproic acid	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	
605	Isocitric acid	Anoxia	Others	Anoxia	Investigational	Chemical Biomarkers	异柠檬酸
606	Isocitric acid	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	异柠檬酸
607	Isopropyl alcohol	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	异丙醇
608	Isovaleric acid	Irritable Bowel Syndrome	Lower Gastrointestinal Disorder	Irritable Bowel Syndrome	Clinical	Chemical Biomarkers	3-甲基丁酸
609	Isovaleric acid	Crohn's Disease	Immune System Disorder,Digestive System Disorder	Crohn's Disease	Clinical	Chemical Biomarkers	3-甲基丁酸
610	Isovaleric acid	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Clinical	Chemical Biomarkers	3-甲基丁酸
611	Isovalerylcarnitine	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	异戊酰肉碱
612	Isovalerylglycine	2 Methylbutyryl Co A Dehydrogenase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	2 Methylbutyryl Co A Dehydrogenase Deficiency	Clinical	Chemical Biomarkers	异戊酰甘氨酸
613	Kappa/Lambda light chains	Amyloidosis	Germ-Line Disorder,Skin Disorder,Metabolic Disorder	Amyloidosis	Investigational	Protein Biomarkers	Kappa/Lambda轻链
614	Ketoleucine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	酮亮氨酸
615	Kynurenic acid	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	犬尿酸
616	Kynurenic acid	Malaria	Parasitic Infection	Malaria	Investigational	Chemical Biomarkers	犬尿酸
617	L-2-Hydroxyglutaric acid	D 2 Hydroxyglutaric Aciduria	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	D 2 Hydroxyglutaric Aciduria	Clinical	Chemical Biomarkers	L-2-羟基戊二酸
618	L-2-Hydroxyglutaric acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	L-2-羟基戊二酸
619	L-Acetylcarnitine	Sepsis	Bacterial Infection,Parasitic Infection,Viral Infection	Sepsis	Investigational	Chemical Biomarkers	L-乙酰肉碱
620	L-Acetylcarnitine	3 Hydroxyacyl Co A Dehydrogenase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder,Endocrine System Disorder	3 Hydroxyacyl Co A Dehydrogenase Deficiency	Clinical	Chemical Biomarkers	L-乙酰肉碱
621	L-Alanine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L- 丙胺酸Name
622	L-Alanine	Pearson Marrow Pancreas Syndrome	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Pearson Marrow Pancreas Syndrome	Investigational	Chemical Biomarkers	L- 丙胺酸Name
623	L-Alanine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	L- 丙胺酸Name
624	L-Alanine	Lung Cancer	Cancer,Germ-Line Disorder,Respiratory System Disorder	Lung Cancer	Investigational	Chemical Biomarkers	L- 丙胺酸Name
625	L-Alanine	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Investigational	Chemical Biomarkers	L- 丙胺酸Name
626	L-Alanine	Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	L- 丙胺酸Name
627	L-Alanine	Amish Type Microcephaly	Germ-Line Disorder,Musculoskeletal System Disorder,Nervous System Disorder	Amish Type Microcephaly	Investigational	Chemical Biomarkers	L- 丙胺酸Name
628	L-Alanine	Heart Failure	Others,Cardiovascular System Disorder	Heart Failure	Investigational	Chemical Biomarkers	L- 丙胺酸Name
629	L-Alanine	Pyridoxine Dependent Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	L- 丙胺酸Name
630	L-Alloisoleucine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	L-异亮氨酸
631	L-Arabitol	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	L-阿糖醇
632	L-Arginine	Somatic T Cell Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精氨酸
633	L-Arginine	Argininosuccinic Aciduria	Germ-Line Disorder,Metabolic Disorder	Argininosuccinic Aciduria	Clinical	Chemical Biomarkers	精氨酸
634	L-Arginine	Chronic Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精氨酸
635	L-Arginine	Heart Failure	Others,Cardiovascular System Disorder	Heart Failure	Investigational	Chemical Biomarkers	精氨酸
636	L-Arginine	Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精氨酸
637	L-Arginine	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Investigational	Chemical Biomarkers	精氨酸
638	L-Arginine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	精氨酸
639	L-Arginine	Chronic Eosinophilic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精氨酸
640	L-Arginine	Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精氨酸
641	L-Arginine	Argininemia	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder,Endocrine System Disorder	Argininemia	Investigational	Chemical Biomarkers	精氨酸
642	L-Arginine	Acute Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精氨酸
643	L-Arginine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	精氨酸
644	L-Arginine	Chronic Lymphocytic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	精氨酸
645	L-Asparagine	Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L- 天冬酰胺Name
646	L-Asparagine	Chronic Eosinophilic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L- 天冬酰胺Name
647	L-Asparagine	Somatic T Cell Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L- 天冬酰胺Name
648	L-Asparagine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	L- 天冬酰胺Name
649	L-Asparagine	Chronic Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L- 天冬酰胺Name
650	L-Asparagine	Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L- 天冬酰胺Name
651	L-Asparagine	Chronic Lymphocytic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L- 天冬酰胺Name
652	L-Asparagine	Acute Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L- 天冬酰胺Name
653	L-Aspartic acid	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Chemical Biomarkers	L-天冬氨酸
654	L-Aspartic acid	Growth Hormone Deficiency	Endocrine System Disorder	Growth Hormone Deficiency	Clinical	Chemical Biomarkers	L-天冬氨酸
655	L-Aspartic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	L-天冬氨酸
656	L-Carnitine	Oculocerebrorenal Syndrome	Visual System Disorder,Germ-Line Disorder,Nervous System Disorder,Urinary System Disorder	Oculocerebrorenal Syndrome	Investigational	Chemical Biomarkers	肉碱
657	L-Carnitine	3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency	Clinical	Chemical Biomarkers	肉碱
658	L-Carnitine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	肉碱
659	L-Cystathionine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L-胱硫醚
660	L-Cysteine	A.I.D.S.	Immune System Disorder,Viral Infection	A.I.D.S.	Investigational	Chemical Biomarkers	L-半胱氨酸
661	L-Cysteine	Stroke	Cardiovascular System Disorder	Stroke	Investigational	Chemical Biomarkers	L-半胱氨酸
662	L-Cysteine	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Investigational	Chemical Biomarkers	L-半胱氨酸
663	L-Cysteine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	L-半胱氨酸
664	L-Cystine	Acute Seizures	Nervous System Disorder	Acute Seizures	Investigational	Chemical Biomarkers	"L<g id=""846"">- 胱氨酸</g>"
665	L-Cystine	Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	"L<g id=""846"">- 胱氨酸</g>"
666	L-Cystine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	"L<g id=""846"">- 胱氨酸</g>"
667	L-Cystine	Pyridoxine Dependent Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	"L<g id=""846"">- 胱氨酸</g>"
668	L-Dopa	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L-多巴
669	L-Glutamic acid	Anoxia	Others	Anoxia	Investigational	Chemical Biomarkers	L-谷氨酸
670	L-Glutamic acid	Chronic Lymphocytic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酸
671	L-Glutamic acid	Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酸
672	L-Glutamic acid	Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	L-谷氨酸
673	L-Glutamic acid	Acute Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酸
674	L-Glutamic acid	Chronic Eosinophilic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酸
675	L-Glutamic acid	Somatic T Cell Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酸
676	L-Glutamic acid	Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酸
677	L-Glutamic acid	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Investigational	Chemical Biomarkers	L-谷氨酸
678	L-Glutamic acid	Chronic Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酸
679	L-Glutamic acid	Heart Failure	Others,Cardiovascular System Disorder	Heart Failure	Investigational	Chemical Biomarkers	L-谷氨酸
680	L-Glutamic acid	Pyridoxine Dependent Epilepsy	Nervous System Disorder	Epilepsy	Investigational	Chemical Biomarkers	L-谷氨酸
681	L-Glutamine	Chronic Eosinophilic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酰胺
682	L-Glutamine	Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酰胺
683	L-Glutamine	Acute Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酰胺
684	L-Glutamine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L-谷氨酰胺
685	L-Glutamine	Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酰胺
686	L-Glutamine	Chronic Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酰胺
687	L-Glutamine	Chronic Lymphocytic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酰胺
688	L-Glutamine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	L-谷氨酰胺
689	L-Glutamine	Somatic T Cell Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-谷氨酰胺
690	L-Histidine	Chronic Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	組氨酸
691	L-Histidine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	組氨酸
692	L-Histidine	Autosomal Dominant Polycystic Kidney Disease	Germ-Line Disorder,Urinary System Disorder	Autosomal Dominant Polycystic Kidney Disease	Investigational	Chemical Biomarkers	組氨酸
693	L-Histidine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	組氨酸
694	L-Histidine	Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	組氨酸
695	L-Histidine	Acute Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	組氨酸
696	L-Histidine	Chronic Lymphocytic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	組氨酸
697	L-Histidine	Somatic T Cell Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	組氨酸
698	L-Histidine	Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	組氨酸
699	L-Histidine	Chronic Eosinophilic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	組氨酸
700	L-Homocystine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	L-高胱氨酸
701	L-Homocystine	Homocystinuria	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder,Mental or Behavioural Disorder	Homocystinuria	Investigational	Chemical Biomarkers	L-高胱氨酸
702	L-Homoserine	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	L-高丝氨酸
703	L-Isoleucine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L-异亮氨酸
704	L-Isoleucine	Autosomal Dominant Polycystic Kidney Disease	Germ-Line Disorder,Urinary System Disorder	Autosomal Dominant Polycystic Kidney Disease	Investigational	Chemical Biomarkers	L-异亮氨酸
705	L-Isoleucine	Heart Failure	Others,Cardiovascular System Disorder	Heart Failure	Investigational	Chemical Biomarkers	L-异亮氨酸
706	L-Kynurenine	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Investigational	Chemical Biomarkers	
707	L-Kynurenine	Sepsis	Bacterial Infection,Parasitic Infection,Viral Infection	Sepsis	Investigational	Chemical Biomarkers	
708	L-Lactic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	L-乳酸
709	L-Lactic acid	Coenzyme Q10 Deficiency	Germ-Line Disorder,Musculoskeletal System Disorder,Nervous System Disorder,Mental or Behavioural Disorder	Coenzyme Q10 Deficiency	Clinical	Chemical Biomarkers	L-乳酸
710	L-Lactic acid	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Clinical	Chemical Biomarkers	L-乳酸
711	L-Lactic acid	Sepsis	Bacterial Infection,Parasitic Infection,Viral Infection	Sepsis	Clinical	Chemical Biomarkers	L-乳酸
712	L-Lactic acid	Amish Type Microcephaly	Germ-Line Disorder,Musculoskeletal System Disorder,Nervous System Disorder	Amish Type Microcephaly	Clinical	Chemical Biomarkers	L-乳酸
713	L-Lactic acid	Epilepsy	Nervous System Disorder	Epilepsy	Clinical	Chemical Biomarkers	L-乳酸
714	L-Lactic acid	MLASA	Germ-Line Disorder,Hematological or Lymphatic System Disorder,Musculoskeletal System Disorder,Metabolic Disorder	MLASA	Clinical	Chemical Biomarkers	L-乳酸
715	L-Lactic acid	Pearson Marrow Pancreas Syndrome	Germ-Line Disorder,Hematological or Lymphatic System Disorder	Pearson Marrow Pancreas Syndrome	Clinical	Chemical Biomarkers	L-乳酸
716	L-Lactic acid	Type V 3-Methylglutaconic Aciduria	Germ-Line Disorder,Cardiovascular System Disorder,Metabolic Disorder	Type V 3-Methylglutaconic Aciduria	Clinical	Chemical Biomarkers	L-乳酸
717	L-Lactic acid	Acute Infantile Liver Failure	Germ-Line Disorder,Digestive System Disorder	Acute Infantile Liver Failure	Clinical	Chemical Biomarkers	L-乳酸
718	L-Lactic acid	Autosomal Dominant Polycystic Kidney Disease	Germ-Line Disorder,Urinary System Disorder	Autosomal Dominant Polycystic Kidney Disease	Clinical	Chemical Biomarkers	L-乳酸
719	L-Lactic acid	Mitochondrial Phosphate Carrier Deficiency	Germ-Line Disorder,Nervous System Disorder,Cardiovascular System Disorder,Metabolic Disorder	Mitochondrial Phosphate Carrier Deficiency	Clinical	Chemical Biomarkers	L-乳酸
720	L-Lactic acid	Preeclampsia/Eclampsia	Female Reproductive System Disorder,Cardiovascular System Disorder	Preeclampsia/Eclampsia	Clinical	Chemical Biomarkers	L-乳酸
